Country/Area,Purpose_of_visit_to_Japan,Year,Growth Rate(%),Visitor Arrivals
United States,Tourism,2019,15.901927865,"1,429,036"
United States,Tourism,2020,,"91,560"
United States,Others,1990,,
United States,Others,1991,,
United States,Others,1992,,"62,890"
United States,Others,1993,1.515344252,"63,843"
United States,Others,1994,3.088827279,"65,815"
United States,Others,1995,0.202081592,"65,948"
United States,Others,1996,2.577788561,"67,648"
United States,Others,1997,0.511471145,"67,994"
United States,Others,1998,2.016354384,"69,365"
United States,Others,1999,-3.007280329,"67,279"
United States,Others,2000,-1.467025372,"66,292"
United States,Others,2001,-3.472515537,"63,990"
United States,Others,2002,3.695889983,"66,355"
United States,Others,2003,-4.923517444,"63,088"
United States,Others,2004,5.619135176,"66,633"
United States,Others,2005,11.907013042,"74,567"
United States,Others,2006,-11.726366892,"65,823"
United States,Others,2007,0.639594063,"66,244"
United States,Others,2008,-0.523821025,"65,897"
United States,Others,2009,-3.221694463,"63,774"
United States,Others,2010,-3.165866968,"61,755"
United States,Others,2011,-4.511375597,"58,969"
United States,Others,2012,-4.203903746,"56,490"
United States,Others,2013,3.444857497,"58,436"
United States,Others,2014,4.991785885,"61,353"
United States,Others,2015,4.058481248,"63,843"
United States,Others,2016,5.104709992,"67,102"
United States,Others,2017,3.582605586,"69,506"
United States,Others,2018,5.760653757,"73,510"
United States,Others,2019,6.697048021,"78,433"
United States,Others,2020,,"11,225"
United States,Transit,1990,,
United States,Transit,1991,,
United States,Transit,1992,,322
United States,Transit,1993,-81.366459627,60
United States,Transit,1994,346.666666667,268
United States,Transit,1995,-93.656716418,17
United States,Transit,1996,111.764705882,36
United States,Transit,1997,13.888888889,41
United States,Transit,1998,-87.804878049,5
United States,Transit,1999,260,18
United States,Transit,2000,522.222222222,112
United States,Transit,2001,-95.535714286,5
United States,Transit,2002,-100,0
United States,Transit,2003,,4
United States,Transit,2004,0,4
United States,Transit,2005,100,8
United States,Transit,2006,-75,2
United States,Transit,2007,,
United States,Transit,2008,,
United States,Transit,2009,,
United States,Transit,2010,,
United States,Transit,2011,,
United States,Transit,2012,,
United States,Transit,2013,,
United States,Transit,2014,,
United States,Transit,2015,,
United States,Transit,2016,,
United States,Transit,2017,,
United States,Transit,2018,,
United States,Transit,2019,,
United States,Transit,2020,,
United States,Unknown,1990,,"554,753"
United States,Unknown,1991,-2.105081000,"543,075"
United States,Unknown,1992,,
United States,Unknown,1993,,
United States,Unknown,1994,,
United States,Unknown,1995,,
United States,Unknown,1996,,
United States,Unknown,1997,,
United States,Unknown,1998,,
United States,Unknown,1999,,
United States,Unknown,2000,,
United States,Unknown,2001,,
United States,Unknown,2002,,
United States,Unknown,2003,,
United States,Unknown,2004,,
United States,Unknown,2005,,
United States,Unknown,2006,,
United States,Unknown,2007,,
United States,Unknown,2008,,
United States,Unknown,2009,,
United States,Unknown,2010,,
United States,Unknown,2011,,
United States,Unknown,2012,,
United States,Unknown,2013,,
United States,Unknown,2014,,
United States,Unknown,2015,,
United States,Unknown,2016,,
United States,Unknown,2017,,
United States,Unknown,2018,,
United States,Unknown,2019,,
United States,Unknown,2020,,
United States,Business,1990,,
United States,Business,1991,,
United States,Business,1992,,"199,679"
United States,Business,1993,-1.266532785,"197,150"
United States,Business,1994,5.066193254,"207,138"
United States,Business,1995,5.949656751,"219,462"
United States,Business,1996,9.973480603,"241,350"
United States,Business,1997,11.859540087,"269,973"
United States,Business,1998,-0.527460153,"268,549"
United States,Business,1999,1.825737575,"273,452"
United States,Business,2000,5.867208870,"289,496"
United States,Business,2001,-13.267195402,"251,088"
United States,Business,2002,0.642005990,"252,700"
United States,Business,2003,-4.212504947,"242,055"
United States,Business,2004,2.156947801,"247,276"
United States,Business,2005,4.972176839,"259,571"
United States,Business,2006,0.330930651,"260,430"
United States,Business,2007,-0.900433898,"258,085"
United States,Business,2008,-11.536509290,"228,311"
United States,Business,2009,-19.023612529,"184,878"
United States,Business,2010,12.632114151,"208,232"
United States,Business,2011,-9.430346921,"188,595"
United States,Business,2012,14.317452743,"215,597"
United States,Business,2013,-0.705482915,"214,076"
United States,Business,2014,2.412227433,"219,240"
United States,Business,2015,0.356686736,"220,022"
United States,Business,2016,-3.123324031,"213,150"
United States,Business,2017,2.449917898,"218,372"
United States,Business,2018,0.712087630,"219,927"
United States,Business,2019,-1.607351530,"216,392"
United States,Business,2020,,"14,558"
